id,item_id,invoice_id,quantity,unit_price,status,created_at,updated_at
283,2330,62,1,45253,packaged,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
284,2334,62,4,97216,pending,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
285,321,63,8,37750,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
286,320,63,8,62620,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
287,322,63,3,43120,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
288,328,63,1,17605,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
289,2301,64,1,53742,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
290,2301,64,5,53742,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
291,2302,64,5,3590,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
292,1869,65,4,18827,pending,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
293,1853,65,5,25717,pending,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
294,1876,65,4,84160,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
295,1867,65,10,8342,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
296,1332,66,1,71337,pending,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
297,1368,66,7,27409,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
298,1356,66,4,25236,pending,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
299,1330,66,9,67733,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
300,1067,67,6,37496,packaged,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
301,1053,67,9,56433,shipped,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
302,1065,67,3,64747,pending,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
303,1066,67,4,49094,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
304,1056,67,2,91721,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
305,1069,67,5,25041,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
306,1051,67,4,10556,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
307,2269,68,1,53765,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
308,2268,68,10,37578,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
309,2257,68,8,33574,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
310,2265,68,5,33935,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
311,389,69,10,47454,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
312,375,69,6,98799,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
313,406,69,10,21768,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
314,382,69,9,4830,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
315,396,69,4,8165,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
316,382,69,2,4830,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
317,406,69,3,21768,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
318,418,70,4,61528,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
319,412,70,3,88334,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
320,422,70,2,31527,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
321,846,71,9,70555,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
322,834,71,5,29886,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
323,846,71,5,70555,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
324,827,71,5,21932,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
325,840,71,3,68348,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
326,827,71,1,21932,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
327,821,71,2,38471,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
328,825,71,1,13595,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
329,1392,72,8,10952,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
330,1384,72,10,56466,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
331,1379,72,5,46171,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
332,1382,72,5,44992,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
333,1392,72,6,10952,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
334,1374,72,7,62617,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
335,1382,72,5,44992,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
336,1374,72,2,62617,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
337,204,73,7,21739,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
338,203,73,9,99465,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
339,206,73,10,78612,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
340,203,73,10,99465,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
341,206,73,3,78612,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
342,206,73,5,78612,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
343,206,73,5,78612,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
344,2281,74,1,87909,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
345,2287,74,5,70021,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
346,2297,74,9,34434,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
347,2280,74,8,18764,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
348,2284,74,5,46910,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
349,2298,74,10,31708,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
350,487,75,5,70708,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
351,490,75,2,70681,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
352,498,75,2,14463,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
353,482,75,3,77194,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
354,487,75,7,70708,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
355,495,75,4,12777,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
356,503,75,6,29771,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
357,512,75,8,37266,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
358,450,76,1,19142,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
359,46,77,6,39226,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
360,1264,78,5,70298,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
361,1261,78,4,39733,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
362,1255,78,2,93495,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
363,1237,78,4,30520,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
364,1263,78,7,46807,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
365,1976,79,2,27923,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
366,1977,79,7,13832,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
367,1975,79,3,66046,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
368,1978,79,5,42491,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
369,1976,79,6,27923,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
370,1977,79,8,13832,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
371,1977,79,2,13832,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
372,313,80,1,70891,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
373,308,80,8,70146,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
374,307,80,6,42201,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
375,1977,81,8,13832,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
376,1978,81,10,42491,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
377,1464,82,7,35980,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
378,1449,82,4,30655,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
379,1464,82,5,35980,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
380,1438,82,10,73981,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
381,1460,82,9,49965,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
382,1444,82,4,20968,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
383,674,83,1,99028,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
384,658,83,7,70995,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
385,656,83,3,24580,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
386,651,83,3,11696,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
387,681,84,4,54535,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
388,679,84,1,30402,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
389,682,84,2,5944,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
390,688,84,3,70376,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
391,218,85,9,46258,packaged,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
392,216,85,5,72042,shipped,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
393,71,86,2,2896,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
394,56,86,9,53898,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
395,71,86,1,2896,pending,2012-03-27 14:54:13 UTC,2012-03-27 14:54:13 UTC
